model,batch_size,sequence_length,result
MiniLM,32,2,1784
MiniLM,32,4,1790
MiniLM,32,8,1890
MiniLM,32,16,1972
MiniLM,32,32,2424
MiniLM,32,64,3432
MiniLM,32,128,5696
MiniLM,32,256,11612
MiniLM,32,512,29084
MiniLM_multilingual,1,1,3072
MiniLM_multilingual,1,2,3072
MiniLM_multilingual,1,4,3072
MiniLM_multilingual,1,8,3072
MiniLM_multilingual,1,16,3076
MiniLM_multilingual,1,32,3140
MiniLM_multilingual,1,64,3262
MiniLM_multilingual,1,128,3544
MiniLM_multilingual,1,256,4172
MiniLM_multilingual,1,512,4488
MiniLM_multilingual,2,1,3072
MiniLM_multilingual,2,2,3072
MiniLM_multilingual,2,4,3072
MiniLM_multilingual,2,8,3076
MiniLM_multilingual,2,16,3142
MiniLM_multilingual,2,32,3262
MiniLM_multilingual,2,64,3526
MiniLM_multilingual,2,128,4108
MiniLM_multilingual,2,256,4256
MiniLM_multilingual,2,512,7066
MiniLM_multilingual,4,1,3072
MiniLM_multilingual,4,2,3072
MiniLM_multilingual,4,4,3076
MiniLM_multilingual,4,8,3140
MiniLM_multilingual,4,16,3262
MiniLM_multilingual,4,32,3520
MiniLM_multilingual,4,64,4074
MiniLM_multilingual,4,128,4148
MiniLM_multilingual,4,256,6610
MiniLM_multilingual,4,512,12248
MiniLM_multilingual,8,1,3072
MiniLM_multilingual,8,2,3076
MiniLM_multilingual,8,4,3140
MiniLM_multilingual,8,8,3262
MiniLM_multilingual,8,16,3514
MiniLM_multilingual,8,32,4058
MiniLM_multilingual,8,64,4076
MiniLM_multilingual,8,128,6362
MiniLM_multilingual,8,256,11316
MiniLM_multilingual,8,512,22540
MiniLM_multilingual,16,1,3076
MiniLM_multilingual,16,2,3140
MiniLM_multilingual,16,4,3262
MiniLM_multilingual,16,8,3512
MiniLM_multilingual,16,16,4048
MiniLM_multilingual,16,32,4052
MiniLM_multilingual,16,64,6242
MiniLM_multilingual,16,128,10844
MiniLM_multilingual,16,256,20676
MiniLM_multilingual,16,512,43120
MiniLM_multilingual,32,1,3140
MiniLM_multilingual,32,2,3264
MiniLM_multilingual,32,4,3512
MiniLM_multilingual,32,8,4044
MiniLM_multilingual,32,16,4016
MiniLM_multilingual,32,32,6182
MiniLM_multilingual,32,64,10612
MiniLM_multilingual,32,128,19740
MiniLM_multilingual,32,256,39376
MiniLM_multilingual,32,512,N/A
mBERT_cased,1,1,3562
mBERT_cased,1,2,3566
mBERT_cased,1,4,3562
mBERT_cased,1,8,3566
mBERT_cased,1,16,3570
mBERT_cased,1,32,3570
mBERT_cased,1,64,3588
mBERT_cased,1,128,3612
mBERT_cased,1,256,3986
mBERT_cased,1,512,4890
mBERT_cased,2,1,3566
mBERT_cased,2,2,3562
mBERT_cased,2,4,3566
mBERT_cased,2,8,3570
mBERT_cased,2,16,3568
mBERT_cased,2,32,3584
mBERT_cased,2,64,3596
mBERT_cased,2,128,3874
mBERT_cased,2,256,4646
mBERT_cased,2,512,5600
mBERT_cased,4,1,3562
mBERT_cased,4,2,3566
mBERT_cased,4,4,3570
mBERT_cased,4,8,3568
mBERT_cased,4,16,3582
mBERT_cased,4,32,3590
mBERT_cased,4,64,3890
mBERT_cased,4,128,4536
mBERT_cased,4,256,5132
mBERT_cased,4,512,8996
mBERT_cased,8,1,3566
mBERT_cased,8,2,3570
mBERT_cased,8,4,3568
mBERT_cased,8,8,3580
mBERT_cased,8,16,3586
mBERT_cased,8,32,3854
mBERT_cased,8,64,4472
mBERT_cased,8,128,4918
mBERT_cased,8,256,8062
mBERT_cased,8,512,15786
mBERT_cased,16,1,3570
mBERT_cased,16,2,3568
mBERT_cased,16,4,3580
mBERT_cased,16,8,3584
mBERT_cased,16,16,3854
mBERT_cased,16,32,4440
mBERT_cased,16,64,4784
mBERT_cased,16,128,7594
mBERT_cased,16,256,13914
mBERT_cased,16,512,29446
mBERT_cased,32,1,3568
mBERT_cased,32,2,3580
mBERT_cased,32,4,3582
mBERT_cased,32,8,3854
mBERT_cased,32,16,4420
mBERT_cased,32,32,4678
mBERT_cased,32,64,7358
mBERT_cased,32,128,12986
mBERT_cased,32,256,25702
mBERT_cased,32,512,N/A
XLM-R_base,1,1,5092
XLM-R_base,1,2,5090
XLM-R_base,1,4,5092
XLM-R_base,1,8,5094
XLM-R_base,1,16,5088
XLM-R_base,1,32,5098
XLM-R_base,1,64,5104
XLM-R_base,1,128,5298
XLM-R_base,1,256,6028
XLM-R_base,1,512,7444
XLM-R_base,2,1,5090
XLM-R_base,2,2,5092
XLM-R_base,2,4,5094
XLM-R_base,2,8,5088
XLM-R_base,2,16,5098
XLM-R_base,2,32,5100
XLM-R_base,2,64,5282
XLM-R_base,2,128,5916
XLM-R_base,2,256,7200
XLM-R_base,2,512,8024
XLM-R_base,4,1,5092
XLM-R_base,4,2,5094
XLM-R_base,4,4,5088
XLM-R_base,4,8,5098
XLM-R_base,4,16,5098
XLM-R_base,4,32,5274
XLM-R_base,4,64,5932
XLM-R_base,4,128,7090
XLM-R_base,4,256,7556
XLM-R_base,4,512,13460
XLM-R_base,8,1,5094
XLM-R_base,8,2,5088
XLM-R_base,8,4,5098
XLM-R_base,8,8,5098
XLM-R_base,8,16,5270
XLM-R_base,8,32,5896
XLM-R_base,8,64,7024
XLM-R_base,8,128,7340
XLM-R_base,8,256,12524
XLM-R_base,8,512,24328
XLM-R_base,16,1,5088
XLM-R_base,16,2,5096
XLM-R_base,16,4,5098
XLM-R_base,16,8,5268
XLM-R_base,16,16,5896
XLM-R_base,16,32,6992
XLM-R_base,16,64,7208
XLM-R_base,16,128,12056
XLM-R_base,16,256,22456
XLM-R_base,16,512,46142
XLM-R_base,32,1,5096
XLM-R_base,32,2,5098
XLM-R_base,32,4,5268
XLM-R_base,32,8,5896
XLM-R_base,32,16,6974
XLM-R_base,32,32,7100
XLM-R_base,32,64,11820
XLM-R_base,32,128,21528
XLM-R_base,32,256,42398
XLM-R_base,32,512,N/A
XLM-R_large,1,1,7650
XLM-R_large,1,2,7650
XLM-R_large,1,4,7656
XLM-R_large,1,8,7668
XLM-R_large,1,16,7684
XLM-R_large,1,32,7710
XLM-R_large,1,64,7788
XLM-R_large,1,128,7838
XLM-R_large,1,256,8192
XLM-R_large,1,512,10514
XLM-R_large,2,1,7650
XLM-R_large,2,2,7656
XLM-R_large,2,4,7668
XLM-R_large,2,8,7684
XLM-R_large,2,16,7708
XLM-R_large,2,32,7778
XLM-R_large,2,64,7798
XLM-R_large,2,128,8040
XLM-R_large,2,256,9878
XLM-R_large,2,512,11574
XLM-R_large,4,1,7656
XLM-R_large,4,2,7666
XLM-R_large,4,4,7684
XLM-R_large,4,8,7706
XLM-R_large,4,16,7772
XLM-R_large,4,32,7778
XLM-R_large,4,64,7966
XLM-R_large,4,128,9562
XLM-R_large,4,256,10326
XLM-R_large,4,512,19866
XLM-R_large,8,1,7666
XLM-R_large,8,2,7684
XLM-R_large,8,4,7706
XLM-R_large,8,8,7770
XLM-R_large,8,16,7770
XLM-R_large,8,32,7928
XLM-R_large,8,64,9410
XLM-R_large,8,128,9702
XLM-R_large,8,256,17418
XLM-R_large,8,512,35598
XLM-R_large,16,1,7684
XLM-R_large,16,2,7706
XLM-R_large,16,4,7768
XLM-R_large,16,8,7764
XLM-R_large,16,16,7908
XLM-R_large,16,32,9338
XLM-R_large,16,64,9390
XLM-R_large,16,128,16026
XLM-R_large,16,256,30606
XLM-R_large,16,512,N/A
XLM-R_large,32,1,7706
XLM-R_large,32,2,7768
XLM-R_large,32,4,7762
XLM-R_large,32,8,7898
XLM-R_large,32,16,9298
XLM-R_large,32,32,9234
XLM-R_large,32,64,15594
XLM-R_large,32,128,28110
XLM-R_large,32,256,N/A
XLM-R_large,32,512,N/A
GPT-2,1,1,2756
GPT-2,1,2,2758
GPT-2,1,4,2762
GPT-2,1,8,2764
GPT-2,1,16,2772
GPT-2,1,32,2790
GPT-2,1,64,2830
GPT-2,1,128,2796
GPT-2,1,256,3012
GPT-2,1,512,3758
GPT-2,2,1,2758
GPT-2,2,2,2762
GPT-2,2,4,2764
GPT-2,2,8,2774
GPT-2,2,16,2794
GPT-2,2,32,2824
GPT-2,2,64,2796
GPT-2,2,128,2936
GPT-2,2,256,3580
GPT-2,2,512,4886
GPT-2,4,1,2760
GPT-2,4,2,2768
GPT-2,4,4,2774
GPT-2,4,8,2792
GPT-2,4,16,2824
GPT-2,4,32,2802
GPT-2,4,64,2952
GPT-2,4,128,3470
GPT-2,4,256,4396
GPT-2,4,512,7724
GPT-2,8,1,2764
GPT-2,8,2,2774
GPT-2,8,4,2792
GPT-2,8,8,2832
GPT-2,8,16,2798
GPT-2,8,32,2910
GPT-2,8,64,3404
GPT-2,8,128,4166
GPT-2,8,256,6784
GPT-2,8,512,13430
GPT-2,16,1,2774
GPT-2,16,2,2792
GPT-2,16,4,2828
GPT-2,16,8,2810
GPT-2,16,16,2910
GPT-2,16,32,3366
GPT-2,16,64,4076
GPT-2,16,128,6320
GPT-2,16,256,11556
GPT-2,16,512,24904
GPT-2,32,1,2792
GPT-2,32,2,2822
GPT-2,32,4,2802
GPT-2,32,8,2898
GPT-2,32,16,3342
GPT-2,32,32,3914
GPT-2,32,64,6074
GPT-2,32,128,10630
GPT-2,32,256,21152
GPT-2,32,512,47832
